,Euclidean Distance,Cosine Similarity,PSNR,SSIM
Rafting,45.01045066538727,0.9640130687696716,28.376458923640318,0.8360782394806544
PoleVault,45.9669976303604,0.9617379775930032,28.511653947746336,0.8406448036432266
Basketball,33.49529041367694,0.9793899290101329,30.903531328809784,0.9073839803536733
HammerThrow,39.913265709423584,0.9701418126601368,29.061380315883593,0.8473614792029063
TrampolineJumping,40.5754742617155,0.9691369771296399,30.23455645653515,0.8690469145774842
CuttingInKitchen,36.33466087843292,0.9774449127970742,30.098970342051313,0.9063300649325053
FieldHockeyPenalty,31.625326666273942,0.9779542031497911,30.997139895547456,0.9143926501274109
PlayingDhol,27.0382388892363,0.9840797884809895,30.577785449548863,0.9250963449478149
SkyDiving,41.52581686247046,0.9715632856985162,29.889971103431073,0.8585183362166087
ParallelBars,35.281194672652454,0.9736796906809875,30.137236611216387,0.9070802430311838
Typing,34.70043469500245,0.9739933104415194,29.60927464620295,0.8875729223092397
Rowing,31.67811592263154,0.9822498791510602,30.95505727706775,0.8963011423746745
BaseballPitch,32.01369354600158,0.9808609561369844,30.79826587648934,0.917103769381841
WallPushups,30.676170983636506,0.9791073962540273,30.334374058965555,0.9281622926394145
BasketballDunk,46.30274383209782,0.9555795391598454,29.16605483972377,0.8742992103099823
MoppingFloor,32.528531392765636,0.980919807513449,31.015424599068947,0.8941869119803111
VolleyballSpiking,37.315005361182244,0.9746371456427682,29.968578008018667,0.9048504948616027
PlayingPiano,26.94704678660779,0.9829320640506964,29.772651294510705,0.9293133834997813
JumpingJack,32.93578612672913,0.9786338757369635,29.923886480899284,0.9113100886344909
PlayingCello,30.49495539829461,0.9804296249451793,29.368086682805384,0.8910565674304962
Fencing,48.471432836780494,0.9556453522102218,29.156613334891475,0.8411622792482376
BalanceBeam,38.64993931796536,0.9658301374849126,28.659064354210386,0.8943062762419383
Kayaking,42.10989718634824,0.9688231206627166,29.94964788642662,0.8749631305535635
JugglingBalls,30.28259102150104,0.9820473712888254,31.230559105743577,0.8845313489437103
WalkingWithDog,39.455882693272606,0.9721805352754915,30.172082272659214,0.8823111693064372
Knitting,43.17377028025598,0.9665618305018298,29.601103510257822,0.8727735380331675
Surfing,40.954288691533826,0.9720183268689223,29.733134442434206,0.8451424727837245
ThrowDiscus,32.747166679293706,0.9790229304606743,30.772014867499436,0.8961976448694865
BoxingSpeedBag,36.45502777413425,0.9738162889182661,29.180726889568994,0.8931116024653117
BlowDryHair,39.489393099110046,0.9679311269220273,31.109489958139,0.8902138630549113
TennisSwing,29.027991246871405,0.9843334104243664,31.25331119197117,0.9177593350410461
BrushingTeeth,28.331247657096696,0.982906869057229,31.14646579134753,0.9369406143824259
FloorGymnastics,43.68534475215942,0.9636369955074987,28.229762924816214,0.8336558103561401
SoccerJuggling,34.11792046950342,0.978874628409906,29.798131112081073,0.8725719193617503
Haircut,35.79399227974606,0.974286977957279,30.02507482598903,0.8989797572294871
HulaHoop,40.875603605795995,0.9652399073143747,29.381739415785123,0.8971406817436218
SalsaSpin,42.969927405100265,0.9650409843069222,29.144951232952472,0.8649647404750188
CricketBowling,26.926180053759595,0.9863456639794905,31.88752166970394,0.9158926586310069
HandstandWalking,43.36442191425803,0.9660790548641088,29.939281522751045,0.8935031235218048
PlayingDaf,33.85179484734643,0.9786255336878388,30.126998322741812,0.873171728849411
TaiChi,32.18379839464329,0.9812994065447439,30.726631961592823,0.9148278693358104
WritingOnBoard,29.30188813024977,0.9866263601609105,32.641190409553445,0.9001204570134481
HorseRiding,41.978981563796516,0.9699227536490697,29.514137685539314,0.8742853621641795
Bowling,43.19093640136983,0.9616474608766886,29.41794225462849,0.8727691968282064
PommelHorse,30.342293381515063,0.9803064921615496,30.288121219321685,0.9119337439537049
RopeClimbing,40.43165032163914,0.9696181314368867,29.54134474012502,0.8813219745953877
ShavingBeard,32.893930857731526,0.9775131416454846,30.38376942787489,0.9136630316575368
ApplyEyeMakeup,32.22835529923315,0.9808790008097844,31.68793343797775,0.8794285933176677
BreastStroke,41.68311505156726,0.9716715760714835,30.379915251721947,0.8937470118204752
Shotput,30.506679515032992,0.9814067791690407,30.9615144192283,0.8899260580539703
UnevenBars,41.811192545135825,0.9605588945424618,27.926835599355055,0.8825938105583191
Swing,51.18453961764782,0.9481285258507456,28.202775455376432,0.8565620919068654
Diving,36.74353154379518,0.9752355749350847,29.63984486920282,0.8463458180427551
PlayingFlute,34.11931572201896,0.9765613338288563,29.655041548929933,0.8985659182071686
Skiing,37.85213110098208,0.9715466801109305,29.33539934261272,0.8747683803240458
PlayingTabla,28.16883744089654,0.9820515609528193,30.42925081958648,0.9063569247722626
CliffDiving,51.40933570045101,0.9489568724929907,28.159262324103516,0.8136199573675792
JumpRope,31.493189742338995,0.9809516664593746,30.237262988421723,0.8589037179946899
RockClimbingIndoor,34.15594024381373,0.9775252942539373,29.89291173253942,0.8875260253747305
SoccerPenalty,29.13246804344186,0.9843100477117216,30.670360646464353,0.9250811835130056
