,Euclidean Distance,Cosine Similarity,PSNR,SSIM
Billiards,37.89164437072492,0.8395387112527801,26.354243253402508,0.9439874078546252
TaiChi,42.711762592396454,0.7963695892655726,26.155941350922184,0.9323635080030986
PlayingDaf,44.4555266627189,0.7879762128020007,23.273031326123544,0.8864137232303619
Lunges,63.22123642990744,0.5759226346723965,18.123285987204248,0.75102035594838
YoYo,38.75722777193662,0.8409077586666207,23.276056301437773,0.9182433145386832
Skiing,51.51964649255548,0.7212351367065446,23.451949835087436,0.9219859753336225
MilitaryParade,69.76278595896068,0.4846131075673807,18.482898644677753,0.7328334301710129
Knitting,51.687154819088725,0.7106250252696039,18.860824700430847,0.7651695420167276
ThrowDiscus,47.394975291103584,0.7515476525739908,24.872501714060054,0.9207382776907512
PlayingViolin,56.64224110101662,0.6574405034804255,20.144450107834206,0.8328404405287334
BenchPress,54.514885674817734,0.682708356142888,20.861565700037943,0.8778586451496396
UnevenBars,54.95426133374555,0.6622024557216271,21.24450083250636,0.7073768254901681
JugglingBalls,46.98763887566561,0.7691666869484983,23.85471516577432,0.9368165901729039
PlayingFlute,40.81669806537173,0.8176339645928382,24.9311969643301,0.8917980832712991
HandstandPushups,40.719599050548354,0.7981250568407999,28.417969614086605,0.9322244312082019
CricketShot,42.0097833734383,0.8020535854923674,24.767283643242386,0.8648260916982379
HorseRiding,66.0138703628306,0.5456696582344633,19.127640329747084,0.79239250932421
Archery,50.081920673794784,0.7223809907499336,21.565715783117724,0.8608740397862026
JumpingJack,43.93141777756564,0.7947619426318085,24.97228626897575,0.9141475260257721
Mixing,54.00998811394754,0.6735717057643501,22.164410294898236,0.8443600897278104
SkateBoarding,64.45713743002241,0.5619791882533521,17.698914867045406,0.7519515710217612
VolleyballSpiking,56.87986662040165,0.654122069311813,22.877021959194646,0.8829890989831516
BaseballPitch,46.24493162292682,0.7678422839025866,24.058373170714273,0.8914994043963296
Basketball,46.79247868538115,0.7590774037020882,27.043879222133196,0.9371514171361923
CleanAndJerk,44.801940911007996,0.7800297900926976,24.57439766671104,0.8777747271316392
BreastStroke,46.05154220856759,0.7720089507778455,22.219932594831615,0.934512619461332
Nunchucks,42.35585286725485,0.809003005149816,25.172109254574913,0.9391473403998783
PlayingGuitar,41.220187248206,0.8204315667782262,24.517215580262512,0.9303236837897982
Kayaking,64.78211320571162,0.559241116345109,20.23079697122676,0.8185599818825722
PizzaTossing,52.13538275723805,0.6956547866925126,20.61259607861555,0.8470546071018491
PlayingTabla,37.2032820064865,0.8538690925631985,26.781984365530146,0.949524530342647
Skijet,58.4678666390526,0.6398065665732224,23.01152946434649,0.7942652798124722
HighJump,65.86737627272235,0.539851202559419,19.955917384214604,0.7558071570737022
RopeClimbing,63.94759425251906,0.5666220458139579,18.94759804819432,0.7344995886087418
Drumming,47.1732019119432,0.753125040430273,22.394718696209445,0.8708003035613469
TennisSwing,51.07819727944455,0.7025297826260994,22.30564652225211,0.8720300538199288
Surfing,53.00686895447542,0.7040924175065071,21.934410630313515,0.937867073076112
MoppingFloor,58.352300046343764,0.6353422795716075,20.31851074084969,0.8384433793170112
LongJump,63.14758512085114,0.5788393910919772,17.63194317939005,0.7841287404298782
FrontCrawl,52.61709686695747,0.7011756250001836,22.40975482936193,0.8336001496229853
SalsaSpin,57.54371123455917,0.6471726430736613,19.887600984387753,0.8149103160415377
Hammering,47.46547650275931,0.7589732409105946,24.438713147655985,0.9143635662538665
Fencing,62.760872169935745,0.5815030204621693,17.848560394854957,0.7526177104030337
PlayingPiano,36.67590207342945,0.8511012827985888,29.887463843931222,0.9491590900080544
HeadMassage,49.62750586027146,0.7318155208326067,21.34901497251476,0.8923353957278388
Punch,69.01731114685954,0.5007589665858347,17.62141224131985,0.666904552174466
BodyWeightSquats,32.91815877921276,0.8846428894266104,27.05646507152967,0.9482960062367576
HandstandWalking,54.188338428066636,0.6797768057508952,19.308996259760924,0.7652456930705479
ApplyLipstick,36.64926034579837,0.8568601429435453,27.178877181338358,0.9687436499765941
JavelinThrow,59.81219144949512,0.620178597965702,20.54043023122384,0.7580582393067223
BalanceBeam,67.19909909148394,0.5236309729770812,19.957569854971407,0.7386649655444282
Rafting,70.77961129107398,0.4724107339679224,16.232069580974482,0.6522855098758426
SoccerPenalty,45.505393143140466,0.7692708961902192,26.54047159920588,0.9031271593911308
BlowDryHair,45.804159410073204,0.7711756202147376,20.723378824827083,0.875527703336307
BoxingPunchingBag,51.71483003025873,0.7064137090478211,18.42858155624031,0.827982634305954
FrisbeeCatch,58.79494320592615,0.630223263215227,21.162117823883076,0.8507060323442731
CliffDiving,57.14857755058377,0.6397172736576752,15.861124663123885,0.5768675954147641
BasketballDunk,64.00073262954668,0.5626488204413211,19.29457623213911,0.7906114373888288
TableTennisShot,30.095704657625863,0.8982887118579669,28.81970022729086,0.9579899374927793
JumpRope,44.00452041798214,0.7897768217856382,22.760948435397005,0.8385475363050189
SkyDiving,53.96660838488589,0.6884226598163566,22.299788311747708,0.865491298692567
TrampolineJumping,54.86561118243685,0.6737649237164438,20.279579000707685,0.8752536731106895
PoleVault,61.33602547794641,0.6000446649902275,16.674695706357898,0.6608936637639999
WalkingWithDog,55.05123422458333,0.6781845400473915,21.257301540221683,0.8842977029936654
ParallelBars,44.141076959397296,0.7822619315085891,23.69224450628426,0.9217793835060937
PullUps,44.55880455998569,0.786517902254591,25.77811176607532,0.9116858392953873
SoccerJuggling,35.64616279687965,0.8599256148371748,25.13406514133161,0.9199119252817971
HorseRace,68.2216596876015,0.5079910901782887,19.526721230459987,0.6549855193921498
Bowling,50.44891226420308,0.7022172830806879,23.550034634595136,0.8873304916279656
RockClimbingIndoor,53.303314076173535,0.6960863456971766,25.093403896577488,0.907628248844828
ShavingBeard,37.53020075328481,0.847514928825561,27.75865469811175,0.9613896821226392
Haircut,47.37038616778792,0.7508184839573708,22.21834274429713,0.9187762907573155
PlayingCello,48.66194582065525,0.7410565798751395,24.955867135254387,0.8736769024814878
ApplyEyeMakeup,41.24696826053803,0.8181399060644459,23.247045736649362,0.9497411314930234
