,Euclidean Distance,Cosine Similarity,PSNR,SSIM
Hammering,21.648279627477464,0.9902922305950188,31.53166030329585,0.9457555711269379
Biking,30.563540314990263,0.9812449366058771,30.489201180395007,0.9018733352422714
FloorGymnastics,27.701300966277408,0.9867682661815529,32.427316673467786,0.89898836070841
TaiChi,22.50766079983395,0.9907943876598775,31.436507139973934,0.9109461659734899
BrushingTeeth,14.68454260150967,0.9945857867389483,33.89141317744845,0.9685441770336845
Shotput,26.371538970144137,0.9874327924949955,30.991848526432396,0.926089888269251
Bowling,21.571344016059527,0.9913440773067368,32.25006387907507,0.949780361218886
Rafting,36.95667404797832,0.9773854344350824,28.523173186398417,0.8381871066310189
TrampolineJumping,32.34839104067857,0.9776948960946409,30.545438002425257,0.8652590337124738
PlayingDhol,19.880379820673852,0.9913062680330431,32.057927618382365,0.9604362655769695
BenchPress,32.045067315852286,0.9802579525968439,30.14489429836308,0.9159955517812208
Nunchucks,27.971344289809515,0.986357334667797,31.152616166168546,0.8778978802941062
ShavingBeard,14.181159452396702,0.9958454691184594,35.017330987306394,0.9792158468203112
UnevenBars,32.584010505812614,0.9771417138708376,29.5537626886792,0.8799500248648904
HandstandPushups,25.44718075462098,0.9867898817927806,31.389071108309274,0.8955481811003252
BandMarching,44.23901689674238,0.9458695699540015,27.25910692741658,0.8239227154038169
Skiing,33.14507413635117,0.9802299794142879,29.91475063003324,0.8764696378599514
ParallelBars,17.747532172549683,0.9924335521028862,32.19508533309114,0.9499943527308378
Surfing,34.32084379746906,0.9807058821854248,29.707865085867564,0.8732384646480733
FrontCrawl,34.20627363995191,0.9811951222849686,28.956829699730147,0.8451582220467655
SkateBoarding,30.049683798676675,0.9838257286756158,30.447523439690706,0.9226128350604664
TableTennisShot,18.677818707557066,0.9922773230179016,32.328076361663484,0.9455102465369485
PommelHorse,28.765356617362897,0.9820479653692527,30.18016048388946,0.9107953093268655
VolleyballSpiking,24.03435993839774,0.9886580047742743,30.709781087524895,0.9195888963612644
BodyWeightSquats,23.001118179149948,0.9897989867417886,31.61427041789562,0.9352324442429976
CuttingInKitchen,25.452742036107303,0.9857256772111518,30.00700458692547,0.8846540532328866
WalkingWithDog,30.445017614013594,0.9810269333499768,29.485477046694584,0.870460800149224
HorseRiding,34.322264101542316,0.9810658979001238,31.005227270538565,0.9083502184260974
JumpingJack,20.53520068100568,0.9901162641181163,31.834521438455234,0.9395163465629924
BoxingPunchingBag,30.1692233143724,0.9811188673869948,30.880146974237647,0.9187424291263928
JugglingBalls,25.160966027512472,0.987265364440383,30.535026680161245,0.8729765428738161
CricketShot,29.646807909307142,0.9804121872259012,30.33668024604253,0.9067209362983704
