,Euclidean Distance,Cosine Similarity,PSNR,SSIM
Fencing,200.8533156564548,0.8226597198059131,22.75357770254173,0.8879033516753804
HorseRiding,216.68049927885372,0.8356067042226047,22.330530503338167,0.8845525925809686
CricketBowling,92.26744576233136,0.96848131854342,31.58793843582437,0.9946239942854102
PlayingSitar,89.15823692595401,0.9633118335483831,30.056296164137265,0.9773473360321738
SalsaSpin,158.92376036859162,0.8977694142584267,23.973219949774602,0.9117646190253171
Bowling,74.61260074946976,0.9662201145283256,31.744995157473088,0.9800991714000702
BaseballPitch,177.54008625405038,0.8507650081335393,24.99688653273488,0.7989067950031974
ShavingBeard,44.85688944447559,0.9925963351144749,35.0199613063529,0.9970467497001995
CliffDiving,209.99233546838803,0.7942200535291079,20.124253135011095,0.7599104012955319
WalkingWithDog,160.77975271309742,0.8715781846068986,27.119039694136525,0.9138146665963259
FrisbeeCatch,177.26516767226036,0.8501506805285848,23.078820963223432,0.9402778446674347
HorseRace,180.02832418324672,0.867202918765867,24.823856220827643,0.8811992894519459
CleanAndJerk,123.89876489441849,0.9265198208274068,28.449220375440568,0.9540936296636408
PullUps,99.45639551527026,0.9560066764914913,27.60256358133716,0.977562357078899
VolleyballSpiking,133.4991947644039,0.8985060036469118,29.7408213778777,0.9420666423710911
Biking,182.8800953801048,0.8525386628246032,24.662025759730763,0.8807132731784473
HighJump,237.28222602542274,0.7815354129023557,19.509382063179768,0.7952642413702878
HeadMassage,154.39195190590414,0.8748792524870903,22.126036655809322,0.8550838719714772
TaiChi,105.91948340372086,0.9411094289677553,29.48415571428425,0.9421799399636008
PommelHorse,126.35992765079243,0.9216536572516726,26.596777903272994,0.9343817802992733
HammerThrow,182.2798583761245,0.8548701528696494,23.330319196055008,0.8383839184587651
Skiing,213.7105777183556,0.8169893853304544,20.723376066566424,0.9149575152180411
BalanceBeam,74.99371163871751,0.961265937722689,31.581731780224654,0.9513919949531555
MilitaryParade,132.95080779471607,0.9089873122159158,28.295888449572537,0.9661151387474753
CuttingInKitchen,102.7100018518644,0.9488528885004628,28.32580149592163,0.9485068754716353
TrampolineJumping,163.36899892368308,0.845140921802811,25.232576175212024,0.8822333731434562
FrontCrawl,214.24707126656944,0.8088633485588204,26.115521835845044,0.9712694368579171
Swing,247.54073962415953,0.7295558485304146,19.33280696087659,0.78068992766467
Mixing,160.92134638927962,0.8765845658728149,24.215700252100355,0.8640386678955772
BandMarching,255.92331492776694,0.6766408575529681,16.496789855130473,0.7305687042799862
BlowingCandles,134.96978857063476,0.921129878095203,24.264563718246308,0.9509715058586814
StillRings,174.45743860284898,0.7832750620983875,23.064893360508254,0.8106156519868157
Lunges,152.36908492607404,0.8837005936474165,25.873467885177803,0.901274171742526
Billiards,133.94057168668814,0.9028112327747173,25.476210142654985,0.9066580208865079
ParallelBars,73.32369189582043,0.9705595033102996,30.18497807152526,0.9856031022288583
MoppingFloor,134.45088048927914,0.9086416792378141,26.88674647159114,0.9519798647273671
BrushingTeeth,44.303680918595205,0.9907242047881415,40.1605308853438,0.9983391111547297
BoxingSpeedBag,169.58780952816784,0.8798737277942392,21.838270877378918,0.8834452087228948
BreastStroke,185.4752199752148,0.8566876487944879,27.399177128005523,0.9734619368206371
HandstandPushups,87.7797909409841,0.964214897927426,32.76697844939148,0.9766842424869537
PlayingTabla,104.09455880511823,0.9566455961480722,27.70398328109867,0.9491147913716056
SoccerJuggling,101.830269678538,0.9531766344770771,29.597097088797,0.9632786214351654
JumpRope,112.12092620313112,0.948413499202059,28.186757888344182,0.9636375985362313
ThrowDiscus,175.46545053053245,0.8445615960232851,25.933036759703405,0.9459642253138802
SumoWrestling,200.10526504838577,0.8292121589708217,20.306117172770964,0.9082173081961545
HandstandWalking,209.05554452401648,0.7841397080169348,20.430140214394182,0.8817187818613919
Diving,172.64206042300756,0.8594433714962595,26.263859349479397,0.8882972570982847
PizzaTossing,179.1490732002394,0.8380730582789582,23.370428649102926,0.9155393053184856
TennisSwing,155.5328894245176,0.8878979241888261,24.588216113817566,0.9260579455982555
JugglingBalls,129.79617639798994,0.9210865237867558,26.538592219592246,0.9540419741110369
JavelinThrow,253.38624211131037,0.7645721594201071,19.88075562748659,0.6629439470442858
Skijet,205.79713207323866,0.8168457084260641,25.715296893180415,0.8854441778226332
Typing,77.15886726919142,0.9642341392776718,31.127366142562565,0.9786271452903748
Punch,202.02552010804197,0.8019548109257773,21.186628457922122,0.872943948615681
BodyWeightSquats,78.82159765985804,0.9718173708480214,29.855852172771186,0.9783413003791462
PlayingFlute,151.64074055697517,0.8796200281128503,23.621268034056428,0.8700433563102375
SkateBoarding,169.4210607479622,0.8940105821680243,22.286047056840612,0.9554438563910397
WallPushups,56.176013617623326,0.9794705220410167,37.53403338445211,0.9892864498225126
IceDancing,177.24292022086473,0.8773973640615069,22.36998461981532,0.9479937309568579
BoxingPunchingBag,157.4229730677264,0.866972475534207,22.320631169663407,0.8687696863304485
Basketball,87.1873173531801,0.9618263031119205,32.71767093964334,0.9899816919456829
YoYo,117.76069563534602,0.9283726348131869,26.483105202613466,0.8794865743680433
PoleVault,134.32709096421712,0.9104446075799532,27.07238796215227,0.9215799786827781
Hammering,108.77795398205078,0.9491407651134453,28.37198749245843,0.9703445353291251
Knitting,192.07105409390255,0.8577127283499122,18.94033756775626,0.880916335365989
ApplyEyeMakeup,114.61193635474521,0.9278956123257623,29.016058177522176,0.9500683004205877
Rafting,211.44573767101105,0.8301130531933516,22.230745009403734,0.9471446384083141
Haircut,135.0247253692021,0.9093245337758593,23.69922975763871,0.9523836672306061
PlayingCello,84.77422884858844,0.9642695011259916,29.760999819755988,0.9817546714435924
GolfSwing,104.77415824314262,0.9572666572511208,30.526739881898173,0.9811769534241069
BenchPress,151.53236601295623,0.8891016872658335,24.597144258035595,0.9447802007198334
ApplyLipstick,65.19463038043844,0.9801297883039573,32.00471883447159,0.9816795641725713
SoccerPenalty,78.14844376972773,0.9691956766329433,32.559428420618694,0.973875804380937
PlayingDaf,122.91365385940996,0.9288843704907808,25.771085526147402,0.9189090376550502
SkyDiving,197.14140978110922,0.8238721115220196,22.29174414514806,0.926126014102589
Drumming,112.66777943889406,0.9395446249340587,25.171918695493495,0.9470060088417747
BabyCrawling,150.75831372340977,0.8811895762351138,29.355231542894824,0.8952291011810303
WritingOnBoard,88.76225762647009,0.9608977992494296,31.735340225935648,0.9704798297448591
BasketballDunk,215.63318046960217,0.8016791038790636,21.194014024753024,0.8789519234137102
Surfing,200.84587617855453,0.8557792587173403,24.00603741697733,0.9611560837789015
BlowDryHair,170.6839516197304,0.8945351717193142,25.388153865865533,0.8766933733766729
HulaHoop,150.2926121640676,0.8983738176456,22.492503676593984,0.8856492828239094
PlayingGuitar,121.50046209172446,0.9363550761531488,27.518634532427118,0.962153900753368
PlayingViolin,137.388281626415,0.9135758065903714,24.474020269529753,0.897277065298774
TableTennisShot,86.46796293041811,0.9567368036116781,31.669258420982977,0.971715431321751
Kayaking,216.68150643231724,0.809576696198625,22.58543895433214,0.9578050727194005
RopeClimbing,168.18584248914254,0.8723317016364873,23.10623601658039,0.897133857011795
PushUps,55.67658976535283,0.981199800361032,31.358746987541863,0.9836601235649802
FieldHockeyPenalty,40.455386648790515,0.9902848615337052,37.92395422557477,0.9978501932187513
Nunchucks,110.51079606966151,0.9636059635668399,27.38251936630886,0.947928331115029
Rowing,151.81921214905572,0.9024655184207713,26.780295345868595,0.9749625000086698
FloorGymnastics,119.85605882181122,0.9460952757496293,25.603493892817287,0.9717830256982283
Shotput,109.46165932768895,0.9436026783065987,28.310967572745263,0.9704973237081007
CricketShot,94.26120031360708,0.9622042731486847,29.017048086988176,0.9761780879714272
LongJump,236.01263696529674,0.7230650356771561,21.537519805734753,0.8763942420482635
PlayingPiano,52.38252371818089,0.984947598184134,35.737625347879884,0.9895654672926122
Archery,169.78786598170177,0.8870799941368668,22.94482539459858,0.9232128479263999
RockClimbingIndoor,200.73613034091082,0.8310192332454127,25.23871309855922,0.9165528254075483
JumpingJack,87.38376326408246,0.9547700744650489,30.214877313093766,0.9653276177969845
PlayingDhol,70.86060599317513,0.9656393795787274,33.02368223595364,0.9884640086780895
UnevenBars,151.69517033636242,0.863586295246922,23.40857388065914,0.8846542862328617
