,Euclidean Distance,Cosine Similarity,PSNR,SSIM
RopeClimbing,107.6616147189835,0.9449360806148821,30.82948577703075,0.9630973199787347
BodyWeightSquats,91.39241715297102,0.9537742650901747,30.686614237124417,0.9695476659614106
ApplyEyeMakeup,93.72728143114293,0.9584507939582594,28.95952627752318,0.9782511433181555
SkateBoarding,156.02932764093194,0.8949637029987275,26.072201075731392,0.9287432830618776
PlayingFlute,102.01683425235407,0.9391371656927276,30.08879518149699,0.9461395387416301
BaseballPitch,85.43763498459586,0.9499206402650658,36.96580026349945,0.9578496577299159
PlayingTabla,63.22609903530715,0.9790483972725299,33.60993264785894,0.9830271523931752
Swing,170.40740203444008,0.8311404511620346,25.728971167198026,0.8286728065298952
PizzaTossing,116.76227544764552,0.9191636258022677,29.190817637710115,0.9471018019577732
PushUps,75.02872465805486,0.9726177563392022,33.04583500556419,0.9799939504136208
SalsaSpin,115.39515909180933,0.9311921160511497,31.0412054343096,0.9517247540795285
ThrowDiscus,89.87711492972541,0.9614704718256397,30.036009900083332,0.9806676911919013
Nunchucks,74.6402897086507,0.9708638056987066,33.89559806119021,0.9825490528474684
Billiards,56.040748965351156,0.9814935520052561,34.82806132338607,0.9919480645786161
TableTennisShot,90.04041808474308,0.9504899656996294,30.520228427330643,0.9609816880977672
BoxingSpeedBag,134.27657748802196,0.9225516302555644,25.388482194005196,0.9341740744269413
SkyDiving,147.5441437548967,0.8955763003499453,26.837609934279982,0.9621478928172069
Lunges,136.98722579649336,0.9036771891116112,30.226738909390146,0.9237284012462782
SumoWrestling,100.41297167170728,0.9450643151021517,27.8591576755189,0.9714517353669456
BlowDryHair,108.75968281844479,0.9484440320022451,26.209467294804142,0.9581300557955451
PlayingCello,49.448827529304616,0.984893309187582,37.30608968357277,0.992381487203681
BabyCrawling,138.41811241145177,0.9007922285990019,28.230656151500735,0.955017549512179
FrisbeeCatch,191.03431399330518,0.8136826581547839,24.050606302680507,0.9326858196569524
ParallelBars,110.29029605584422,0.9283880554680602,29.034804423549424,0.9650544870806776
HighJump,224.8730348225506,0.7665119945286948,21.4453605305876,0.8185411623638609
PoleVault,212.17435175234988,0.813713449480866,21.637812254376925,0.9100968993228413
YoYo,110.05688537169965,0.9398486981760376,27.32377561099094,0.9397026138461154
Basketball,66.16923627078747,0.9674067628878372,37.52862139242007,0.9826903492212297
PullUps,69.82039683205934,0.9723618005479945,33.8453327534186,0.9819250537649447
HorseRiding,180.9200865975836,0.8504168533180093,25.99526222586268,0.9100713243950967
UnevenBars,144.51445688290386,0.854347002611931,26.486230826576712,0.8888940833832906
TennisSwing,60.4488201477814,0.9801447140698687,35.73737076349376,0.9905645484509676
Rowing,112.38872293543072,0.9386717784034344,31.939963593976106,0.9559402086812517
JugglingBalls,76.29644437101038,0.971268761651132,32.31247940465477,0.9813272849373196
HulaHoop,127.83545882344305,0.9149690673217861,27.173109979174278,0.9233067142574682
PlayingSitar,41.93888015552775,0.9908832183140085,37.973721373785935,0.9955384815516679
PlayingGuitar,57.020193873981064,0.9836982999955441,34.53891514629594,0.9894549312150998
VolleyballSpiking,99.91521903498449,0.9463032717341974,30.601053801094913,0.9813444381174834
WallPushups,44.49556455099369,0.9882092875514856,38.14612975136738,0.9936372122686842
HeadMassage,121.312151361037,0.928476830705416,28.063773296291725,0.9521668951796448
WalkingWithDog,101.77855726478083,0.9162577698238011,33.858406011084725,0.9207685071489085
BandMarching,124.16189772806683,0.9023780859947625,25.754809191122707,0.9210762365356736
Bowling,137.22659197478015,0.8979734955308573,26.45590949477933,0.9510090189135593
Surfing,155.33755077917544,0.9031782719553536,28.187709168565405,0.9839504591148832
MoppingFloor,122.20345324070351,0.9226271731083867,29.177537607424476,0.9539316733894142
PommelHorse,77.21613680563497,0.9653285849351618,31.154996284335827,0.9675786041695138
Drumming,103.0695743491991,0.9392063474663563,30.14515007364801,0.96073521738467
PlayingDhol,81.78902813833969,0.9616759076333454,33.39569344598449,0.9820660057923067
HorseRace,152.9392930130509,0.8822194126433032,28.668665719868315,0.9276704642435778
JumpRope,107.25743280659354,0.9453256776583298,27.987622127116328,0.9563477693692497
BasketballDunk,155.9519792848393,0.8767745280895674,23.96714206030659,0.9187298971025841
Shotput,108.82512874197728,0.945274643621298,29.455601878376726,0.9773284838251446
HandstandPushups,96.02282132378205,0.953410793405409,30.449838977766404,0.9687634346925695
Knitting,115.02268905602703,0.9366842481208437,27.294110594422683,0.9532814327141512
HammerThrow,108.7304718680353,0.9353999519343341,29.442892372505952,0.9530665456600811
FieldHockeyPenalty,98.34594465560865,0.9475772324693466,31.051637796307638,0.9484536479348722
BreastStroke,162.37042075948366,0.874234234336452,28.624702217630436,0.9678910099293875
JumpingJack,81.43485734619546,0.9607508835951952,32.91702618021847,0.969587839168051
CleanAndJerk,88.0602315291938,0.9558955235141666,31.839146305437694,0.977337553449299
FloorGymnastics,171.75337777696012,0.8451151690787487,23.205508814229788,0.9281872805693876
CricketShot,112.56901920906253,0.9316152283031077,29.58683864504097,0.9439135543678117
